slug,title,author,isbn,price,inventory,genre,format,description,image_url
"this-magnificent-dappled-sea-a-novel-1542019818","This Magnificent Dappled Sea: A Novel","David Biro","1542019818","6.49","50","Genre Fiction","Kindle","This Magnificent Dappled Sea: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51AbGFLhDAL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"fire-and-fury-inside-the-trump-white-house-1250158060","Fire and Fury: Inside the Trump White House","Michael Wolff","1250158060","9.47","50","Biographies & Memoirs","Paperback","Fire and Fury: Inside the Trump White House is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51AEI3isFiL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-book-of-life-a-novel-all-souls-series-0143127527","The Book of Life: A Novel (All Souls Series)","Deborah Harkness","0143127527","15.99","50","Genre Fiction","Hardcover","The Book of Life: A Novel (All Souls Series) is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51p9xS+QkTL._SY344_BO1,204,203,200_.jpg"
"call-me-by-your-name-a-novel-031242678x","Call Me by Your Name: A Novel","André Aciman","031242678X","10.89","50","LGBTQ+ Books","Hardcover","Call Me by Your Name: A Novel is a highly reviewed Amazon bestselling lgbtq+ books title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Ki35xruNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"unicorn-coloring-book-for-kids-ages-4-8-us-edition-silly-bear-coloring-books-1999896963","Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books)","Silly Bear","1999896963","4.99","50","Arts, Music & Photography","Spiral-bound","Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books) is a highly reviewed Amazon bestselling arts, music & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51PUxqt7xdL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-days-the-crayons-quit-9780007513765","THE DAYS THE CRAYONS QUIT","Drew Daywalt","9780007513765","12.08","50","Literature & Fiction","Hardcover","THE DAYS THE CRAYONS QUIT is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51q21jP9MtL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"the-day-the-crayons-quit-0399255370","The Day the Crayons Quit","Drew DaywaltOliver Jeffers","0399255370","9.19","50","Arts, Music & Photography","Paperback","The Day the Crayons Quit is a highly reviewed Amazon bestselling arts, music & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51JNz57DqLL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"goodnight-goodnight-construction-site-hardcover-books-for-toddlers-preschool-books-for-kids-0811877825","Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","Sherri Duskey RinkerTom Lichtenheld","0811877825","14.49","50","Growing Up & Facts of Life","Board book","Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61c7hni0MdL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"goodnight-goodnight-construction-site-board-book-for-toddlers-children-s-board-book-1452111731","Goodnight, Goodnight Construction Site (Board Book for Toddlers, Children's Board Book)","Sherri Duskey RinkerTom Lichtenheld","1452111731","7.66","50","Growing Up & Facts of Life","Hardcover","Goodnight, Goodnight Construction Site (Board Book for Toddlers, Children's Board Book) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61lJ27S8XuL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-moonlight-child-098641641x","The Moonlight Child","Karen McQuestion","098641641X","11.69","50","Mystery, Thriller & Suspense","Hardcover","The Moonlight Child is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41s8U3zeOOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"when-god-made-you-0593193024","When God Made You","Matthew Paul Turner","0593193024","7.39","50","Literature & Fiction","Hardcover","When God Made You is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61VcuPxJZDL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"unfu-k-yourself-get-out-of-your-head-and-into-your-life-unfu-k-yourself-series-0062803832","Unfu*k Yourself: Get Out of Your Head and into Your Life (Unfu*k Yourself series)","Gary John Bishop","0062803832","12.99","50","Self-Help","Paperback","Unfu*k Yourself: Get Out of Your Head and into Your Life (Unfu*k Yourself series) is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41e7CLOxUIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-help-0425232204","The Help","Kathryn Stockett","0425232204","11.20","50","United States","Hardcover","The Help is a highly reviewed Amazon bestselling united states title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51E1sRWIvwL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"sharp-objects-0307341550","Sharp Objects","Gillian Flynn","0307341550","10.22","50","Mystery, Thriller & Suspense","Hardcover","Sharp Objects is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/410c6rSRdBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"peace-talks-dresden-files-1101991062","Peace Talks (Dresden Files)","Jim Butcher","1101991062","7.48","50","Mystery, Thriller & Suspense","Hardcover","Peace Talks (Dresden Files) is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Q7s1H8a8S._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"squeeze-me-a-novel-052543528x","Squeeze Me: A novel","Carl Hiaasen","052543528X","12.98","50","Humor & Satire","Hardcover","Squeeze Me: A novel is a highly reviewed Amazon bestselling humor & satire title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51rbYcR-5pL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"paint-by-sticker-kids-unicorns-magic-create-10-pictures-one-sticker-at-a-time-includes-glitter-stickers-0761193642","Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers","Workman Publishing","0761193642","6.73","50","Arts, Music & Photography","Hardcover","Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers is a highly reviewed Amazon bestselling arts, music & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51iU+NgrzvL._SX258_BO1,204,203,200_.jpg"
"the-wise-man-s-fear-kingkiller-chronicle-0756407915","The Wise Man's Fear (Kingkiller Chronicle)","Patrick Rothfuss","0756407915","7.39","50","Action & Adventure","Hardcover","The Wise Man's Fear (Kingkiller Chronicle) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51-ckcKhlAL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"humans-1250114292","Humans","Brandon Stanton","1250114292","17.50","50","Arts & Photography","Kindle","Humans is a highly reviewed Amazon bestselling arts & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51B-BOBtQtL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"being-mortal-medicine-and-what-matters-in-the-end-9780805095159","Being Mortal: Medicine and What Matters in the End","Atul Gawande","9780805095159","14.10","50","Medical Books","Paperback","Being Mortal: Medicine and What Matters in the End is a highly reviewed Amazon bestselling medical books title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/411WClfEbyL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"magic-tree-house-boxed-set-books-1-4-dinosaurs-before-dark-the-knight-at-dawn-mummies-in-the-morning-and-pirates-past-noon-9780375813658","Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon","Mary Pope Osborne","9780375813658","11.95","50","Fairy Tales, Folk Tales & Myths","Kindle","Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon is a highly reviewed Amazon bestselling fairy tales, folk tales & myths title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51XlTkEKGhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-queen-s-gambit-a-novel-1400030609","The Queen's Gambit: A Novel","Walter Tevis","1400030609","9.87","50","Genre Fiction","Hardcover","The Queen's Gambit: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41ptjf5I1GL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"i-know-why-the-caged-bird-sings-0345514408","I Know Why the Caged Bird Sings","Maya Angelou","0345514408","7.92","50","Poetry","Hardcover","I Know Why the Caged Bird Sings is a highly reviewed Amazon bestselling poetry title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41uIj3hEi1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"bob-books-set-1-beginning-readers-0439845009","Bob Books, Set 1: Beginning Readers","Bobby Lynn Maslen","0439845009","10.19","50","Literature & Fiction","Kindle","Bob Books, Set 1: Beginning Readers is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/518bQH7IftL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"forgiving-what-you-can-t-forget-discover-how-to-move-on-make-peace-with-painful-memories-and-create-a-life-that-s-beautiful-again-0718039874","Forgiving What You Can't Forget: Discover How to Move On, Make Peace with Painful Memories, and Create a Life That’s Beautiful Again","Lysa TerKeurst","0718039874","14.40","50","Christian Books & Bibles","Paperback","Forgiving What You Can't Forget: Discover How to Move On, Make Peace with Painful Memories, and Create a Life That’s Beautiful Again is a highly reviewed Amazon bestselling christian books & bibles title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41MR-FAI7JL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-glass-castle-a-memoir-074324754x","The Glass Castle: A Memoir","Jeannette Walls","074324754X","13.15","50","Biographies & Memoirs","Hardcover","The Glass Castle: A Memoir is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/31CkZk0lyJL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-glass-castle-a-memoir-scribner-classics-1439156964","The Glass Castle: A Memoir (Scribner Classics)","Jeannette Walls","1439156964","16.99","50","Biographies & Memoirs","Paperback","The Glass Castle: A Memoir (Scribner Classics) is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41vI1BF2TtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"5-000-awesome-facts-about-everything-national-geographic-kids-9781426310492","5,000 Awesome Facts (About Everything!) (National Geographic Kids)","National Kids","9781426310492","11.97","50","Education & Reference","Hardcover","5,000 Awesome Facts (About Everything!) (National Geographic Kids) is a highly reviewed Amazon bestselling education & reference title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51JOke8vfbL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"lone-survivor-the-eyewitness-account-of-operation-redwing-and-the-lost-heroes-of-seal-team-10-0316067601","Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10","Marcus Luttrell","0316067601","10.16","50","Biographies & Memoirs","Hardcover","Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10 is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41M30Bc0wuL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dog-man-brawl-of-the-wild-a-graphic-novel-dog-man-6-from-the-creator-of-captain-underpants-6-133874108x","Dog Man: Brawl of the Wild: A Graphic Novel (Dog Man #6): From the Creator of Captain Underpants (6)","Dav Pilkey","133874108X","9.00","50","Comics & Graphic Novels","Paperback","Dog Man: Brawl of the Wild: A Graphic Novel (Dog Man #6): From the Creator of Captain Underpants (6) is a highly reviewed Amazon bestselling comics & graphic novels title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51q6QsQ0WNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-complete-cookbook-for-young-chefs-100-recipes-that-you-ll-love-to-cook-and-eat-1492670022","The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat","America's Test Kitchen Kids","1492670022","11.49","50","Growing Up & Facts of Life","Spiral-bound","The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61wS6clUbVL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"atomic-habits-1847941834","Atomic Habits","James Clear","1847941834","18.30","50","Self-Help","Hardcover","Atomic Habits is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51-nXsSRfZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"guinness-world-records-2021-1913484009","Guinness World Records 2021","Guinness World Records","1913484009","32.50","50","Humor & Entertainment","Hardcover","Guinness World Records 2021 is a highly reviewed Amazon bestselling humor & entertainment title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61ZuAUgc01L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"quiet-the-power-of-introverts-in-a-world-that-can-t-stop-talking-0307352145","Quiet: The Power of Introverts in a World That Can't Stop Talking","Susan Cain","0307352145","15.47","50","Self-Help","Paperback","Quiet: The Power of Introverts in a World That Can't Stop Talking is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41Fl9hWHPOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
